question_id,content,canonical_question,starter_answer,category,subcategory,response_type,item_type,language,evidence_reference,source_files,source_sections,readiness_status,metadata_json
ATTACH-00361,"tradedoubler.com Las siguientes categorías de datos personales deben ser procesadas bajo este APD: - Cookie ID - Número de IP - Número de Orden. 5. Obligaciones del Responsable del Tratamiento General El Responsable del Tratamiento establecerá procedimientos pertinentes para su propio negocio, a fin de: - Validar la existencia de bases legales de acuerdo con la legislación de protección de datos para tratar datos personales de acuerdo con el propósito establecido en la Sección 2 anterior. - Defender el derecho de los interesados a la información y la transparencia y el derecho a la eliminación de datos, etc; - Informar de incidentes de datos personales a la autoridad de supervisión pertinente; y - Asegurarse de que cada persona que trabaja bajo la supervisión del Responsable del Tratamiento, y que recibirá acceso a datos personales, solo procesa los datos personales de acuerdo con las instrucciones especificadas, a menos que se estipule lo contrario por imperativo legal.",,,Attached Source Corpus,PDF | Advertiser DPA,document_chunk,chunk,en,DPA_Advertiser_ES_20191021.pdf - Page 2,DPA_Advertiser_ES_20191021.pdf,Page 2,Ready,"{""source_file"": ""DPA_Advertiser_ES_20191021.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip1\\Flow chart advertiser personal data\\GDPR adjusted Publisher agreement_English\\Advertiser DPA\\DPA_Advertiser_ES_20191021.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 2"", ""unit_index"": 2, ""chunk_index"": 1, ""chunks_in_unit"": 2, ""page"": 2}"
ATTACH-00362,"que recibirá acceso a datos personales, solo procesa los datos personales de acuerdo con las instrucciones especificadas, a menos que se estipule lo contrario por imperativo legal. Información al Encargado del Tratamiento El Encargado de Tratamiento deberá notificar inmediatamente por escrito al Responsable del Tratamiento de cualquier circunstancia que pueda surgir que implique la necesidad de cambiar la forma en la que el Encargado de tratamiento procesa los datos personales. 6. Obligaciones del Encargado del tratamiento Medidas de seguridad El Encargado de Tratamiento debe implementar medidas técnicas y organizativas apropiadas para garantizar que los datos personales son procesados de acuerdo con los requerimientos de la ley aplicable en materia de protección de datos, las condiciones de la Orden de Servicio y este APD. Todas las medidas de seguridad deben ser al menos equivalentes al nivel que la autoridad competente normalmente requiere para equivalentes actividades de tratamiento. Las medidas se",,,Attached Source Corpus,PDF | Advertiser DPA,document_chunk,chunk,en,DPA_Advertiser_ES_20191021.pdf - Page 2,DPA_Advertiser_ES_20191021.pdf,Page 2,Ready,"{""source_file"": ""DPA_Advertiser_ES_20191021.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip1\\Flow chart advertiser personal data\\GDPR adjusted Publisher agreement_English\\Advertiser DPA\\DPA_Advertiser_ES_20191021.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 2"", ""unit_index"": 2, ""chunk_index"": 2, ""chunks_in_unit"": 2, ""page"": 2}"
ATTACH-00363,"tradedoubler.com documentarán y enviarán al Responsable de Tratamiento, previa solicitud por escrito, sin dilación indebida. Instrucciones El Encargado de Tratamiento solo tratara los datos personales en nombre o en beneficio del Responsable del Tratamiento. Además, el tratamiento deberá ser para los propósitos establecidos en la sección 2 anterior y de acuerdo con las instrucciones proporcionadas por el Responsable del Tratamiento, y solo para cumplir con la asignación del Encargado de Tratamiento de acuerdo con la Orden de Servicio. El Encargado de Tratamiento se asegurará que toda persona que tenga acceso a los datos personales cubiertos por este APD cumple con los términos y condiciones de este DPA, incluyendo la obligación de solo tratar datos personales de acuerdo con las instrucciones dadas por el Responsable del Tratamiento, a menos que se estipule lo contrario por imperativo legal.",,,Attached Source Corpus,PDF | Advertiser DPA,document_chunk,chunk,en,DPA_Advertiser_ES_20191021.pdf - Page 3,DPA_Advertiser_ES_20191021.pdf,Page 3,Ready,"{""source_file"": ""DPA_Advertiser_ES_20191021.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip1\\Flow chart advertiser personal data\\GDPR adjusted Publisher agreement_English\\Advertiser DPA\\DPA_Advertiser_ES_20191021.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 3"", ""unit_index"": 3, ""chunk_index"": 1, ""chunks_in_unit"": 3, ""page"": 3}"
ATTACH-00364,"la obligación de solo tratar datos personales de acuerdo con las instrucciones dadas por el Responsable del Tratamiento, a menos que se estipule lo contrario por imperativo legal. Si el Encargado de Tratamiento considera que las instrucciones dadas por el Responsable del Tratamiento están en conflicto con la legislación de protección de datos aplicable, el Encargado de tratamiento deberá informar inmediatamente al Responsable del Tratamiento. Transferencia de datos personales y subcontratación El Encargado de Tratamiento no contratará subcontratistas para realizar todo o parte del tratamiento de datos personales (incluido el acceso a), a menos que el Responsable del Tratamiento haya otorgado su aprobación previamente por escrito. Dicha aprobación es otorgada por el Responsable del Tratamiento a los subcontratistas que actúan como Afiliados y a subcontratistas que proporcionan IT al Responsable del Tratamiento (Si se solicita se puede obtener una lista de última categoría).",,,Attached Source Corpus,PDF | Advertiser DPA,document_chunk,chunk,en,DPA_Advertiser_ES_20191021.pdf - Page 3,DPA_Advertiser_ES_20191021.pdf,Page 3,Ready,"{""source_file"": ""DPA_Advertiser_ES_20191021.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip1\\Flow chart advertiser personal data\\GDPR adjusted Publisher agreement_English\\Advertiser DPA\\DPA_Advertiser_ES_20191021.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 3"", ""unit_index"": 3, ""chunk_index"": 2, ""chunks_in_unit"": 3, ""page"": 3}"
ATTACH-00365,"os subcontratistas que actúan como Afiliados y a subcontratistas que proporcionan IT al Responsable del Tratamiento (Si se solicita se puede obtener una lista de última categoría). El Encargado de tratamiento deberá suscribir acuerdos vinculantes con sus subcontratistas, imponiendo a los subcontratistas al menos las mismas obligaciones que el Encargado de Tratamiento bajo este APD. El Encargado de Tratamiento es totalmente responsable ante el Responsable del Tratamiento del tratamiento de los datos personales por parte de los subcontratistas, incluidas las medidas de seguridad aplicadas. Localización y transferencia de datos personales a terceros países",,,Attached Source Corpus,PDF | Advertiser DPA,document_chunk,chunk,en,DPA_Advertiser_ES_20191021.pdf - Page 3,DPA_Advertiser_ES_20191021.pdf,Page 3,Ready,"{""source_file"": ""DPA_Advertiser_ES_20191021.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip1\\Flow chart advertiser personal data\\GDPR adjusted Publisher agreement_English\\Advertiser DPA\\DPA_Advertiser_ES_20191021.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 3"", ""unit_index"": 3, ""chunk_index"": 3, ""chunks_in_unit"": 3, ""page"": 3}"
ATTACH-00366,"tradedoubler.com El Encargado de Tratamiento se compromete a garantizar que los datos personales se almacenen y procesen solo dentro de EU/EES; lo mismo se aplica al acceso a los datos personales, por ejemplo, con respecto al servicio, soporte, mantenimiento, desarrollo, operación o similar. Obligación de Confidencialidad y autorización El Encargado de tratamiento se asegurará de que todas las personas con permiso para tratar datos personales están bajo la obligación de confidencialidad a través de un acuerdo vinculante. El compromiso de confidencialidad se aplicará a toda la información procesada por el Encargado de Tratamiento según este DPA. El acceso a los datos personales solo se puede otorgar a las personas que necesitan dicho acceso a los datos personales para poder llevar a cabo sus tareas.",,,Attached Source Corpus,PDF | Advertiser DPA,document_chunk,chunk,en,DPA_Advertiser_ES_20191021.pdf - Page 4,DPA_Advertiser_ES_20191021.pdf,Page 4,Ready,"{""source_file"": ""DPA_Advertiser_ES_20191021.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip1\\Flow chart advertiser personal data\\GDPR adjusted Publisher agreement_English\\Advertiser DPA\\DPA_Advertiser_ES_20191021.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 4"", ""unit_index"": 4, ""chunk_index"": 1, ""chunks_in_unit"": 3, ""page"": 4}"
ATTACH-00367,"amiento según este DPA. El acceso a los datos personales solo se puede otorgar a las personas que necesitan dicho acceso a los datos personales para poder llevar a cabo sus tareas. Informe de Incidentes El Encargado de tratamiento notificara con prontitud al Responsable del Tratamiento cualquier incidente de seguridad en el que tales incidentes hayan resultado en la destrucción, perdida, alteración, divulgación no autorizada o ilegal de los datos personales cubiertos por este DPA. Todos los incidentes deberán ser documentados por el Encargado de Tratamiento y la documentación se entregará al Responsable del Tratamiento a petición escrita y sin demora alguna. Si es probable que un incidente de seguridad de datos personales implique algún riesgo relacionado con la privacidad de los interesados, el Encargado de tratamiento deberá inmediatamente después de que el Encargado de Tratamiento haya tenido conocimiento del incidente de seguridad, tomar suficientes medidas correctivas para prevenir o mitigar los efectos negativos de los incidentes de seguridad.",,,Attached Source Corpus,PDF | Advertiser DPA,document_chunk,chunk,en,DPA_Advertiser_ES_20191021.pdf - Page 4,DPA_Advertiser_ES_20191021.pdf,Page 4,Ready,"{""source_file"": ""DPA_Advertiser_ES_20191021.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip1\\Flow chart advertiser personal data\\GDPR adjusted Publisher agreement_English\\Advertiser DPA\\DPA_Advertiser_ES_20191021.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 4"", ""unit_index"": 4, ""chunk_index"": 2, ""chunks_in_unit"": 3, ""page"": 4}"
ATTACH-00368,"Tratamiento haya tenido conocimiento del incidente de seguridad, tomar suficientes medidas correctivas para prevenir o mitigar los efectos negativos de los incidentes de seguridad. En aquellos casos en los que el incidente de seguridad debe ser informado a la autoridad de control, el Encargado de Tratamiento deberá cooperar con el Responsable del Tratamiento con prontitud para recopilar la información pertinente que se solicita y para cooperar con la autoridad de supervisión. Asistencia relacionada con las obligaciones con los interesados El Encargado de Tratamiento ayudará al Responsable del Tratamiento a cumplir sus obligaciones con los interesados y ayudará al Responsable del Tratamiento a facilitar el ejercicio de los derechos de los interesados, como los derechos de rectificación y",,,Attached Source Corpus,PDF | Advertiser DPA,document_chunk,chunk,en,DPA_Advertiser_ES_20191021.pdf - Page 4,DPA_Advertiser_ES_20191021.pdf,Page 4,Ready,"{""source_file"": ""DPA_Advertiser_ES_20191021.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip1\\Flow chart advertiser personal data\\GDPR adjusted Publisher agreement_English\\Advertiser DPA\\DPA_Advertiser_ES_20191021.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 4"", ""unit_index"": 4, ""chunk_index"": 3, ""chunks_in_unit"": 3, ""page"": 4}"
ATTACH-00369,"tradedoubler.com supresión, portabilidad de datos, etc. de acuerdo con la legislación de protección de datos aplicable. Eliminación de datos personales El Responsable del Tratamiento durante el plazo del APD deberá informar al Encargado de Tratamiento que ciertos datos personales deberán eliminarse, el Responsable de Tratamiento se asegurará de que el Encargado de Tratamiento destruya, sobrescriba o elimine de inmediato los datos personales especificados. Cuando la orden de servicio ha finalizado o ha expirado, el Encargado de Tratamiento se compromete a devolver y / o eliminar o destruir todos los datos personales cubiertos por la orden de servicio y este APD. Auditorías El Encargado de Tratamiento se asegurará de que el Responsable del Tratamiento tenga la posibilidad de donde esté ubicado el Encargado de Tratamiento, investigar que el Encargado de Tratamiento obedece a todas las disposiciones de acuerdo con este APD, la Orden de Servicio y la legislación de protección de datos aplicable (por ejemplo, para que todo los Encargados de Tratamiento afectados tomen las medidas de seguri",,,Attached Source Corpus,PDF | Advertiser DPA,document_chunk,chunk,en,DPA_Advertiser_ES_20191021.pdf - Page 5,DPA_Advertiser_ES_20191021.pdf,Page 5,Ready,"{""source_file"": ""DPA_Advertiser_ES_20191021.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip1\\Flow chart advertiser personal data\\GDPR adjusted Publisher agreement_English\\Advertiser DPA\\DPA_Advertiser_ES_20191021.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 5"", ""unit_index"": 5, ""chunk_index"": 1, ""chunks_in_unit"": 3, ""page"": 5}"
ATTACH-00370,"con este APD, la Orden de Servicio y la legislación de protección de datos aplicable (por ejemplo, para que todo los Encargados de Tratamiento afectados tomen las medidas de seguridad adecuadas para proteger los datos personales). El Encargado de Tratamiento tiene el derecho a una devolución razonable de costes de auditoria directos y verificables. 7. Instrucciones al Encargado de Tratamiento Información de seguridad El Encargado de Tratamiento es responsable de que los datos personales sean tratados con confidencialidad y de que haya establecido, implementado y mantenido medidas de seguridad técnicas, físicas, administrativas y organizativas que sean adecuadas considerando el riesgo que esta asociado con el tratamiento de datos con respecto a sus derechos y obligaciones y para el negocio del Responsable del Tratamiento, todo en concordancia con las instrucciones de los Responsables del Tratamiento.",,,Attached Source Corpus,PDF | Advertiser DPA,document_chunk,chunk,en,DPA_Advertiser_ES_20191021.pdf - Page 5,DPA_Advertiser_ES_20191021.pdf,Page 5,Ready,"{""source_file"": ""DPA_Advertiser_ES_20191021.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip1\\Flow chart advertiser personal data\\GDPR adjusted Publisher agreement_English\\Advertiser DPA\\DPA_Advertiser_ES_20191021.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 5"", ""unit_index"": 5, ""chunk_index"": 2, ""chunks_in_unit"": 3, ""page"": 5}"
ATTACH-00371,"datos con respecto a sus derechos y obligaciones y para el negocio del Responsable del Tratamiento, todo en concordancia con las instrucciones de los Responsables del Tratamiento. El Encargado de Tratamiento debe particularmente asegurar que los datos personales están protegidos ante cualquier amenaza actual, sospechosas o anticipadas a la seguridad e integridad de los datos personales como puede ser una destrucción accidental o ilegal, pérdida o cambio, divulgación no autorizada o acceso a datos personales y otras brechas de seguridad en los datos personales. Acceso a la información",,,Attached Source Corpus,PDF | Advertiser DPA,document_chunk,chunk,en,DPA_Advertiser_ES_20191021.pdf - Page 5,DPA_Advertiser_ES_20191021.pdf,Page 5,Ready,"{""source_file"": ""DPA_Advertiser_ES_20191021.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip1\\Flow chart advertiser personal data\\GDPR adjusted Publisher agreement_English\\Advertiser DPA\\DPA_Advertiser_ES_20191021.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 5"", ""unit_index"": 5, ""chunk_index"": 3, ""chunks_in_unit"": 3, ""page"": 5}"
ATTACH-00372,"tradedoubler.com El Encargado de Tratamiento se asegurará que todas y cada una de las personas que trabajes bajo su supervisión solo tengan acceso a los dichos datos personales únicamente cuando los necesiten y solo para cumplir con sus obligaciones al proporcionar los servicios. Formación El personal del Encargado de Tratamiento que maneja los datos personales al llevar a cabo los servicios recibirá la formación adecuada sobre protección de datos, confidencialidad y otras exigencias de seguridad de la información. 8. Término Este APD permanecerá en vigor a partir de la fecha de entrada en vigor de la Orden de Servicio hasta el final del plazo de la orden de Servicio. 9. Ley aplicable y disputas Este APD se regirá e interpretará de acuerdo con las leyes sustanciales del país establecidas en el Apéndice 1 de la Orden de Servicio. Cualquier disputa que surja de o esté relacionada con este APD se resolverá de conformidad con las disposiciones pertinentes del Apéndice 1 de la Orden de servicio.",,,Attached Source Corpus,PDF | Advertiser DPA,document_chunk,chunk,en,DPA_Advertiser_ES_20191021.pdf - Page 6,DPA_Advertiser_ES_20191021.pdf,Page 6,Ready,"{""source_file"": ""DPA_Advertiser_ES_20191021.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip1\\Flow chart advertiser personal data\\GDPR adjusted Publisher agreement_English\\Advertiser DPA\\DPA_Advertiser_ES_20191021.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 6"", ""unit_index"": 6, ""chunk_index"": 1, ""chunks_in_unit"": 1, ""page"": 6}"
ATTACH-00373,"Annexe 2 - ACCORD DE TRAITEMENT DES DONNÉES PERSONNELLES Ce contrat de traitement des données personnelles (le «DPA») doit être interprété comme faisant partie intégrante du Bon de Commande. Dans le cadre de cette DPA, le terme « Data Controller » désigne l'Annonceur et le terme « Data Processor » désigne Tradedoubler. 1. AFFECTATION ET OBJECTIFS DE CE DPA Le provisionnement des Services (tel qu'indiqué dans le Bon de Commande) inclura le traitement des données personnelles pour le compte du Data Controller. Le but de ce DPA est de convenir des droits et obligations des parties en ce qui concerne le traitement de certaines données personnelles et d'autres informations en vertu de la commande de service et de cette DPA. Les données personnelles seront traitées conformément à la loi sur la protection des données applicable, y compris le règlement général de protection des données de l'UE («RGPD») et toute législation ultérieure remplaçant ou complétant ce qui précède.",,,Attached Source Corpus,DOCX | Advertiser DPA,document_chunk,chunk,en,DPA_Advertiser_FR_20191016.docx - Document,DPA_Advertiser_FR_20191016.docx,Document,Ready,"{""source_file"": ""DPA_Advertiser_FR_20191016.docx"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip1\\Flow chart advertiser personal data\\GDPR adjusted Publisher agreement_English\\Advertiser DPA\\DPA_Advertiser_FR_20191016.docx"", ""source_type"": ""docx"", ""unit_label"": ""Document"", ""unit_index"": 1, ""chunk_index"": 1, ""chunks_in_unit"": 15}"
ATTACH-00374,"rotection des données applicable, y compris le règlement général de protection des données de l'UE («RGPD») et toute législation ultérieure remplaçant ou complétant ce qui précède. Le Data Processor doit, en sa qualité de Data Processor, traiter les informations relatives aux données personnelles au nom du Data Controller conformément à ce DPA et pendant la durée de ce DPA. 2. L'OBJET ET LA PORTEE DU TRAITEMENT DES DONNEES PERSONNELLES Affiliate Marketing Network : Le but du traitement des données personnelles est de permettre au Data Controller de faire de la publicité via le réseau des éditeurs du Data Processor. White-label partner management solution: Le but du traitement des données personnelles est de permettre au Data Controller de gérer son propre réseau d'éditeurs en utilisant la technologie de suivi du Data Processor, y compris le service de paiement en option. 3.",,,Attached Source Corpus,DOCX | Advertiser DPA,document_chunk,chunk,en,DPA_Advertiser_FR_20191016.docx - Document,DPA_Advertiser_FR_20191016.docx,Document,Ready,"{""source_file"": ""DPA_Advertiser_FR_20191016.docx"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip1\\Flow chart advertiser personal data\\GDPR adjusted Publisher agreement_English\\Advertiser DPA\\DPA_Advertiser_FR_20191016.docx"", ""source_type"": ""docx"", ""unit_label"": ""Document"", ""unit_index"": 1, ""chunk_index"": 2, ""chunks_in_unit"": 15}"
ATTACH-00375,"les est de permettre au Data Controller de gérer son propre réseau d'éditeurs en utilisant la technologie de suivi du Data Processor, y compris le service de paiement en option. 3. CATEGORIES DE PERSONNES CONCERNEES ENREGISTREES Les catégories suivantes de personnes concernées peuvent être incluses dans le traitement en vertu de ce DPA; - les personnes qui demandent activement une redirection vers l'Annonceur 4. CATEGORIES DE DONNEES PERSONNELLES Les catégories suivantes de données personnelles peuvent être traitées dans le cadre de ce DPA; - ID de cookie - Numéro IP - numéro de commande - Coordonnées de l'annonceur telles que le nom, l'adresse e-mail, le numéro de téléphone 5. OBLIGATIONS DU DATA CONTROLLER Général Le Data Controller doit établir des procédures pertinentes pour ses propres activités afin de, par exemple : - valider qu'il existe des motifs juridiques conformément à la législation sur la protection des données pour traiter les données à caractère personnel conformément à l'objectif énoncé à la section 2 ci-dessus; - défendre le droit à l'information et à la transparen",,,Attached Source Corpus,DOCX | Advertiser DPA,document_chunk,chunk,en,DPA_Advertiser_FR_20191016.docx - Document,DPA_Advertiser_FR_20191016.docx,Document,Ready,"{""source_file"": ""DPA_Advertiser_FR_20191016.docx"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip1\\Flow chart advertiser personal data\\GDPR adjusted Publisher agreement_English\\Advertiser DPA\\DPA_Advertiser_FR_20191016.docx"", ""source_type"": ""docx"", ""unit_label"": ""Document"", ""unit_index"": 1, ""chunk_index"": 3, ""chunks_in_unit"": 15}"
ATTACH-00376,"tection des données pour traiter les données à caractère personnel conformément à l'objectif énoncé à la section 2 ci-dessus; - défendre le droit à l'information et à la transparence des personnes concernées, ainsi que le droit à la suppression des données, etc .; - signaler les incidents de données personnelles à l'autorité de surveillance compétente; et - s'assurer que toute personne qui travaille sous la supervision du Data Controller, et qui recevra l'accès aux données personnelles, traite uniquement les données conformément aux instructions spécifiées, sauf disposition contraire stipulée par la loi impérative. Informations au Data Processor Le Data Controller doit immédiatement et par écrit informer le Data Processor de toutes les circonstances qui pourraient impliquer le besoin de modifier la manière dont le Data Processor traite les données personnelles. 6.",,,Attached Source Corpus,DOCX | Advertiser DPA,document_chunk,chunk,en,DPA_Advertiser_FR_20191016.docx - Document,DPA_Advertiser_FR_20191016.docx,Document,Ready,"{""source_file"": ""DPA_Advertiser_FR_20191016.docx"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip1\\Flow chart advertiser personal data\\GDPR adjusted Publisher agreement_English\\Advertiser DPA\\DPA_Advertiser_FR_20191016.docx"", ""source_type"": ""docx"", ""unit_label"": ""Document"", ""unit_index"": 1, ""chunk_index"": 4, ""chunks_in_unit"": 15}"
ATTACH-00377,"ar écrit informer le Data Processor de toutes les circonstances qui pourraient impliquer le besoin de modifier la manière dont le Data Processor traite les données personnelles. 6. OBLIGATIONS DU DATA PROCESSOR Mesures de sécurité Le Data Processor mettra en œuvre les mesures techniques et organisationnelles appropriées pour garantir que les données personnelles sont traitées conformément aux exigences de la loi de protection des données applicable, aux conditions du Bon de Commande et à ce DPA. Toutes les mesures de sécurité doivent être au moins égales au niveau généralement requis par l'autorité de surveillance compétente pour des activités de traitement équivalentes. Les mesures doivent être documentées et soumises au Data Controller sur demande écrite, sans retard injustifié. Instructions Le Data Processor ne traitera les données personnelles que pour le compte et au bénéfice du Data Controller.",,,Attached Source Corpus,DOCX | Advertiser DPA,document_chunk,chunk,en,DPA_Advertiser_FR_20191016.docx - Document,DPA_Advertiser_FR_20191016.docx,Document,Ready,"{""source_file"": ""DPA_Advertiser_FR_20191016.docx"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip1\\Flow chart advertiser personal data\\GDPR adjusted Publisher agreement_English\\Advertiser DPA\\DPA_Advertiser_FR_20191016.docx"", ""source_type"": ""docx"", ""unit_label"": ""Document"", ""unit_index"": 1, ""chunk_index"": 5, ""chunks_in_unit"": 15}"
ATTACH-00378,"ata Controller sur demande écrite, sans retard injustifié. Instructions Le Data Processor ne traitera les données personnelles que pour le compte et au bénéfice du Data Controller. En outre, le processus doit être effectué aux fins énoncées à la section 2 ci-dessus et conformément aux instructions fournies par le Data Controller, et uniquement dans le but d'exécuter l'assignation du Data Processor conformément au Bon de Commande. Le Data Processor veille à ce que toute personne ayant accès aux données personnelles couvertes par ce DPA se conforme aux termes et conditions de ce DPA, y compris l'obligation de traiter uniquement les données personnelles en conformité avec les instructions données par le Data Controller, sauf si stipulé et en accord avec la loi impérative. Si le Data Processor estime que les instructions fournies par le Data Controller sont en conflit avec la législation applicable en matière de protection des données, le Data Processor en informera immédiatement le Data Controller.",,,Attached Source Corpus,DOCX | Advertiser DPA,document_chunk,chunk,en,DPA_Advertiser_FR_20191016.docx - Document,DPA_Advertiser_FR_20191016.docx,Document,Ready,"{""source_file"": ""DPA_Advertiser_FR_20191016.docx"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip1\\Flow chart advertiser personal data\\GDPR adjusted Publisher agreement_English\\Advertiser DPA\\DPA_Advertiser_FR_20191016.docx"", ""source_type"": ""docx"", ""unit_label"": ""Document"", ""unit_index"": 1, ""chunk_index"": 6, ""chunks_in_unit"": 15}"
ATTACH-00379,"ournies par le Data Controller sont en conflit avec la législation applicable en matière de protection des données, le Data Processor en informera immédiatement le Data Controller. Transfert de données personnelles et utilisation de sous-traitants Le Data Processor ne doit pas engager de sous-traitants pour effectuer tout ou partie du traitement des données à caractère personnel (y compris l'accès à), sauf si le Data Controller a préalablement donné son accord écrit spécifique. Une telle approbation est accordée par le Data Controller aux sous-traitants agissant en tant qu'Editeurs et aux sous-traitants qui fournissent l'IT, etc. au Data Processor (une liste de cette dernière catégorie peut être obtenue sur demande). Le Data Processor conclura des accords avec ses sous-traitants, imposant aux sous-traitants au moins les mêmes obligations que le Data Processor en vertu de ce DPA. Le Data Processor est entièrement responsable envers le Data Controller du traitement des données personnelles par les sous-traitants, y compris des mesures de sécurité appliquées.",,,Attached Source Corpus,DOCX | Advertiser DPA,document_chunk,chunk,en,DPA_Advertiser_FR_20191016.docx - Document,DPA_Advertiser_FR_20191016.docx,Document,Ready,"{""source_file"": ""DPA_Advertiser_FR_20191016.docx"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip1\\Flow chart advertiser personal data\\GDPR adjusted Publisher agreement_English\\Advertiser DPA\\DPA_Advertiser_FR_20191016.docx"", ""source_type"": ""docx"", ""unit_label"": ""Document"", ""unit_index"": 1, ""chunk_index"": 7, ""chunks_in_unit"": 15}"
ATTACH-00380,"Le Data Processor est entièrement responsable envers le Data Controller du traitement des données personnelles par les sous-traitants, y compris des mesures de sécurité appliquées. Localisation et transfert de données personnelles vers des pays tiers Le Data Processor s'engage à garantir que les données personnelles sont stockées et traitées uniquement dans les pays EU / EES. Il en va de même pour l'accès aux données personnelles qui concernent le service, l’accompagnement, la maintenance, le développement, l'exploitation ou autres notions similaires. Obligation de confidentialité et autorisation Le Data Processor veille à ce que toute personne ayant l'autorisation de traiter des données à caractère personnel soit tenue à une obligation de confidentialité dans un accord signé. L'engagement de confidentialité s'applique à toutes les informations traitées par le Data Processor dans le cadre de ce DPA. L'accès aux données personnelles ne peut être accordé qu'aux personnes qui ont besoin d'un tel accès aux données pour pouvoir exercer leurs fonctions.",,,Attached Source Corpus,DOCX | Advertiser DPA,document_chunk,chunk,en,DPA_Advertiser_FR_20191016.docx - Document,DPA_Advertiser_FR_20191016.docx,Document,Ready,"{""source_file"": ""DPA_Advertiser_FR_20191016.docx"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip1\\Flow chart advertiser personal data\\GDPR adjusted Publisher agreement_English\\Advertiser DPA\\DPA_Advertiser_FR_20191016.docx"", ""source_type"": ""docx"", ""unit_label"": ""Document"", ""unit_index"": 1, ""chunk_index"": 8, ""chunks_in_unit"": 15}"
ATTACH-00381,"ssor dans le cadre de ce DPA. L'accès aux données personnelles ne peut être accordé qu'aux personnes qui ont besoin d'un tel accès aux données pour pouvoir exercer leurs fonctions. Rapports d'incidents Le Data Processor informera rapidement le Data Controller de tout incident de sécurité dans lequel de tels incidents ont entraîné une destruction accidentelle ou illicite, une perte, une modification, une divulgation non autorisée ou un accès aux données personnelles couvertes par ce DPA. Tous ces incidents doivent être documentés par le Data Processor et la documentation doit être remise au contrôleur de données à sa demande écrite et sans délai. S'il est probable qu'un incident de sécurité des données personnelles implique un risque lié à la vie privée des personnes concernées, le Data Processor doit immédiatement après qu’il ait pris connaissance de l'incident de sécurité, prendre des mesures correctives suffisantes pour prévenir ou atténuer les effets négatifs possibles de cet incident.",,,Attached Source Corpus,DOCX | Advertiser DPA,document_chunk,chunk,en,DPA_Advertiser_FR_20191016.docx - Document,DPA_Advertiser_FR_20191016.docx,Document,Ready,"{""source_file"": ""DPA_Advertiser_FR_20191016.docx"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip1\\Flow chart advertiser personal data\\GDPR adjusted Publisher agreement_English\\Advertiser DPA\\DPA_Advertiser_FR_20191016.docx"", ""source_type"": ""docx"", ""unit_label"": ""Document"", ""unit_index"": 1, ""chunk_index"": 9, ""chunks_in_unit"": 15}"
